==PROF== Connected to process 382199 (/work/07044/rl33579/ls6/uvm_pin_async/workloads/micro/uvm_prefetch_async/gemm/gemm)
==PROF== Disconnected from process 382199
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"0","382199","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(512, 512, 1)","0","9.0","Command line profiler metrics","lts__t_sectors_op_write.sum","sector","56,774,083"
"0","382199","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(512, 512, 1)","0","9.0","Command line profiler metrics","lts__t_sectors_op_write_lookup_miss.sum","sector","17,434"
"0","382199","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(512, 512, 1)","0","9.0","Command line profiler metrics","pcie__read_bytes.sum","byte","206,848"
"0","382199","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(512, 512, 1)","0","9.0","Command line profiler metrics","pcie__write_bytes.sum","byte","4,954,112"
"0","382199","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(512, 512, 1)","0","9.0","Command line profiler metrics","sm__inst_executed.sum","inst","1,267,569,000,448"
"0","382199","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(512, 512, 1)","0","9.0","Command line profiler metrics","sm__warps_active.sum","warp","24,414,470,032,560"
"0","382199","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(512, 512, 1)","0","9.0","Command line profiler metrics","smsp__inst_executed.sum","inst","1,267,569,000,448"
"0","382199","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(512, 512, 1)","0","9.0","Command line profiler metrics","smsp__inst_executed_op_global_ld.sum","inst","8,388,608"
"0","382199","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(512, 512, 1)","0","9.0","Command line profiler metrics","smsp__inst_executed_op_global_red.sum","inst","0"
"0","382199","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(512, 512, 1)","0","9.0","Command line profiler metrics","smsp__inst_executed_op_global_st.sum","inst","8,388,608"
"0","382199","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(512, 512, 1)","0","9.0","Command line profiler metrics","smsp__inst_executed_op_local_ld.sum","inst","0"
"0","382199","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(512, 512, 1)","0","9.0","Command line profiler metrics","smsp__inst_executed_op_local_st.sum","inst","0"
"0","382199","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(512, 512, 1)","0","9.0","Command line profiler metrics","smsp__inst_executed_op_shared_atom.sum","inst","0"
"0","382199","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(512, 512, 1)","0","9.0","Command line profiler metrics","smsp__inst_executed_op_shared_atom_dot_alu.sum","inst","0"
"0","382199","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(512, 512, 1)","0","9.0","Command line profiler metrics","smsp__inst_executed_op_shared_atom_dot_cas.sum","inst","0"
"0","382199","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(512, 512, 1)","0","9.0","Command line profiler metrics","smsp__inst_executed_op_shared_st.sum","inst","0"
"0","382199","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(512, 512, 1)","0","9.0","Command line profiler metrics","smsp__sass_data_bytes_mem_global.sum","byte","1,101,659,111,424"
"0","382199","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(512, 512, 1)","0","9.0","Command line profiler metrics","smsp__sass_data_bytes_mem_global_op_ld.sum","byte","1,073,741,824"
"0","382199","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(512, 512, 1)","0","9.0","Command line profiler metrics","smsp__sass_data_bytes_mem_global_op_red.sum","byte","0"
"0","382199","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(512, 512, 1)","0","9.0","Command line profiler metrics","smsp__sass_data_bytes_mem_global_op_st.sum","byte","1,073,741,824"
"0","382199","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(512, 512, 1)","0","9.0","Command line profiler metrics","smsp__sass_data_bytes_mem_local.sum","byte","0"
"0","382199","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(512, 512, 1)","0","9.0","Command line profiler metrics","smsp__sass_data_bytes_mem_local_op_ld.sum","byte","0"
"0","382199","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(512, 512, 1)","0","9.0","Command line profiler metrics","smsp__sass_data_bytes_mem_local_op_st.sum","byte","0"
"0","382199","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(512, 512, 1)","0","9.0","Command line profiler metrics","smsp__sass_data_bytes_mem_shared.sum","byte","19,241,453,486,080"
"0","382199","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(512, 512, 1)","0","9.0","Command line profiler metrics","smsp__sass_data_bytes_mem_shared_op_ld.sum","byte","18,141,941,858,304"
"0","382199","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(512, 512, 1)","0","9.0","Command line profiler metrics","smsp__sass_data_bytes_mem_shared_op_st.sum","byte","0"
"0","382199","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(512, 512, 1)","0","9.0","Command line profiler metrics","smsp__sass_inst_executed_op_global_atom.sum","inst","0"
"0","382199","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(512, 512, 1)","0","9.0","Command line profiler metrics","smsp__sass_thread_inst_executed.sum","inst","40,562,208,014,336"
"0","382199","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(512, 512, 1)","0","9.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_dadd_pred_on.sum","inst","0"
"0","382199","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(512, 512, 1)","0","9.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_dfma_pred_on.sum","inst","0"
"0","382199","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(512, 512, 1)","0","9.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_dmul_pred_on.sum","inst","0"
"0","382199","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(512, 512, 1)","0","9.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_fp16_pred_on.sum","inst","536,870,912"
"0","382199","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(512, 512, 1)","0","9.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_fp32_pred_on.sum","inst","8,796,629,893,120"
"0","382199","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(512, 512, 1)","0","9.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_fp64_pred_on.sum","inst","0"
"0","382199","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(512, 512, 1)","0","9.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_integer_pred_on.sum","inst","13,683,765,805,056"
"0","382199","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(512, 512, 1)","0","9.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_memory_pred_on.sum","inst","9,210,020,495,360"
"0","382199","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(512, 512, 1)","0","9.0","Command line profiler metrics","smsp__thread_inst_executed.sum","inst","40,562,208,014,336"
"0","382199","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(512, 512, 1)","0","9.0","Command line profiler metrics","smsp__threads_launched.sum","thread","268,435,456"
