==PROF== Connected to process 382167 (/work/07044/rl33579/ls6/uvm_pin_async/workloads/micro/uvm_prefetch_async/gemm/gemm)
==PROF== Disconnected from process 382167
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"0","382167","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(256, 256, 1)","0","9.0","Command line profiler metrics","sm__warps_active.sum","warp","3,052,044,626,730"
"0","382167","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(256, 256, 1)","0","9.0","Command line profiler metrics","smsp__inst_executed.sum","inst","158,515,331,072"
"0","382167","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(256, 256, 1)","0","9.0","Command line profiler metrics","smsp__inst_executed_op_global_ld.sum","inst","2,097,152"
"0","382167","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(256, 256, 1)","0","9.0","Command line profiler metrics","smsp__inst_executed_op_global_red.sum","inst","0"
"0","382167","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(256, 256, 1)","0","9.0","Command line profiler metrics","smsp__inst_executed_op_global_st.sum","inst","2,097,152"
"0","382167","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(256, 256, 1)","0","9.0","Command line profiler metrics","smsp__inst_executed_op_local_ld.sum","inst","0"
"0","382167","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(256, 256, 1)","0","9.0","Command line profiler metrics","smsp__inst_executed_op_local_st.sum","inst","0"
"0","382167","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(256, 256, 1)","0","9.0","Command line profiler metrics","smsp__inst_executed_op_shared_atom.sum","inst","0"
"0","382167","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(256, 256, 1)","0","9.0","Command line profiler metrics","smsp__inst_executed_op_shared_atom_dot_alu.sum","inst","0"
"0","382167","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(256, 256, 1)","0","9.0","Command line profiler metrics","smsp__inst_executed_op_shared_atom_dot_cas.sum","inst","0"
"0","382167","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(256, 256, 1)","0","9.0","Command line profiler metrics","smsp__inst_executed_op_shared_st.sum","inst","0"
"0","382167","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(256, 256, 1)","0","9.0","Command line profiler metrics","smsp__sass_data_bytes_mem_global.sum","byte","137,975,824,384"
"0","382167","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(256, 256, 1)","0","9.0","Command line profiler metrics","smsp__sass_data_bytes_mem_global_op_ld.sum","byte","268,435,456"
"0","382167","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(256, 256, 1)","0","9.0","Command line profiler metrics","smsp__sass_data_bytes_mem_global_op_red.sum","byte","0"
"0","382167","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(256, 256, 1)","0","9.0","Command line profiler metrics","smsp__sass_data_bytes_mem_global_op_st.sum","byte","268,435,456"
"0","382167","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(256, 256, 1)","0","9.0","Command line profiler metrics","smsp__sass_data_bytes_mem_local.sum","byte","0"
"0","382167","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(256, 256, 1)","0","9.0","Command line profiler metrics","smsp__sass_data_bytes_mem_local_op_ld.sum","byte","0"
"0","382167","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(256, 256, 1)","0","9.0","Command line profiler metrics","smsp__sass_data_bytes_mem_local_op_st.sum","byte","0"
"0","382167","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(256, 256, 1)","0","9.0","Command line profiler metrics","smsp__sass_data_bytes_mem_shared.sum","byte","2,405,181,685,760"
"0","382167","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(256, 256, 1)","0","9.0","Command line profiler metrics","smsp__sass_data_bytes_mem_shared_op_ld.sum","byte","2,267,742,732,288"
"0","382167","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(256, 256, 1)","0","9.0","Command line profiler metrics","smsp__sass_data_bytes_mem_shared_op_st.sum","byte","0"
"0","382167","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(256, 256, 1)","0","9.0","Command line profiler metrics","smsp__sass_inst_executed_op_global_atom.sum","inst","0"
"0","382167","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(256, 256, 1)","0","9.0","Command line profiler metrics","smsp__sass_thread_inst_executed.sum","inst","5,072,490,594,304"
"0","382167","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(256, 256, 1)","0","9.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_dadd_pred_on.sum","inst","0"
"0","382167","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(256, 256, 1)","0","9.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_dfma_pred_on.sum","inst","0"
"0","382167","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(256, 256, 1)","0","9.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_dmul_pred_on.sum","inst","0"
"0","382167","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(256, 256, 1)","0","9.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_fp16_pred_on.sum","inst","134,217,728"
"0","382167","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(256, 256, 1)","0","9.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_fp32_pred_on.sum","inst","1,099,645,845,504"
"0","382167","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(256, 256, 1)","0","9.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_fp64_pred_on.sum","inst","0"
"0","382167","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(256, 256, 1)","0","9.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_integer_pred_on.sum","inst","1,711,544,467,456"
"0","382167","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(256, 256, 1)","0","9.0","Command line profiler metrics","smsp__sass_thread_inst_executed_op_memory_pred_on.sum","inst","1,151,453,888,512"
"0","382167","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(256, 256, 1)","0","9.0","Command line profiler metrics","smsp__thread_inst_executed.sum","inst","5,072,490,594,304"
"0","382167","gemm","127.0.0.1","gemm_kernel(float *, float *, float *, unsigned long, unsigned long, unsigned long)","1","16","(32, 32, 1)","(256, 256, 1)","0","9.0","Command line profiler metrics","smsp__threads_launched.sum","thread","67,108,864"
